,iqr_x,duration_x,median_x,mad_x,max_x,mean_x,min_x,rms_x,std_x,iqr_y,duration_y,median_y,mad_y,max_y,mean_y,min_y,rms_y,std_y,iqr_z,duration_z,median_z,mad_z,max_z,mean_z,min_z,rms_z,std_z,iqr_m,duration_m,median_m,mad_m,max_m,mean_m,min_m,rms_m,std_m
0,0.3208230435848236,100.0,0.6003460884094238,0.1484404951333999,1.5275006294250488,0.6523122224211693,0.0885854661464691,0.7039927181274412,0.2647536811007885,0.13257861137390137,100.0,-9.898228168487549,0.06404447555541815,-9.775525093078612,-9.913479442596435,-10.200496673583984,9.913947481802476,0.09633282491200233,0.3501519951969384,100.0,-0.0742202550172805,0.17896657809615119,0.5662286877632141,-0.051870379801839575,-0.3579331636428833,0.22322047157739236,0.2171102084897123,0.146197974791356,100.0,9.918530851410196,0.0741068459406149,10.234050854530842,9.94084987789195,9.793726360898367,9.941417796172,0.10626148531331474
1,1.420360118150711,100.0,0.0831985101103782,0.7032967507839203,1.7741034030914309,0.3194703018758446,-0.9900023937225342,0.8999622995800671,0.8413506206599002,0.8206126689910889,100.0,-9.41639518737793,0.44771575927734375,-8.213309288024902,-9.385869197845459,-10.450690269470217,9.403537852251958,0.5761801277996383,1.3075334429740906,100.0,2.52109432220459,0.6506242752075194,3.4069490432739262,2.316342258453369,0.152031809091568,2.496157644293255,0.9302480996308448,0.6067453680292569,100.0,9.726816067623847,0.27854469161093665,10.70738308160583,9.761622174964815,8.993081608271211,9.770734837491215,0.42189071784010523
2,1.3623007386922836,100.0,0.921169102191925,0.6200982630252838,3.58292293548584,0.4001070176064968,-10.562021255493164,2.5972370517064736,2.56623355858717,0.7586624622344988,100.0,-9.842563152313232,0.3621230125427246,-5.764040470123291,-10.184550919532775,-16.932991027832028,10.339808770813505,1.7850960714863426,2.1200655568391085,100.0,0.3932476341724396,0.8726865500211716,5.874173641204834,1.0386286306660621,-2.254140853881836,2.0093061816068416,1.7200470630201394,0.8795144034695355,100.0,9.991186393325046,0.36862426777422463,17.340171634316086,10.647007222041482,6.935860190527784,10.848714073621457,2.0822666171719564
3,0.8607155084609985,100.0,1.1408370733261108,0.4339490234851837,4.837484359741211,1.1794316427782179,-1.9812018871307373,1.7351046094800837,1.2726071687101677,1.843834400177002,100.0,-8.501211643218994,0.8780734539031982,-6.494272232055664,-8.827685022354126,-13.8468656539917,8.963112551753316,1.5522125374775393,3.5856163948774338,100.0,3.2219969034194946,1.6478091478347778,8.265981674194336,2.975609644539654,-0.6057330369949341,3.69011154403752,2.1823543366652363,1.7179100260612064,100.0,9.426339901227166,0.8121722148099897,14.507480037844829,9.73517790445295,7.588839776165889,9.847075597794294,1.4802732846764763
4,4.502894818782806,100.0,0.7242459952831268,2.36247855424881,11.652579307556152,0.919421347938478,-5.282805919647217,3.614913167298978,3.4960351245470234,5.326200842857363,100.0,-10.158597946166992,2.7293901443481445,-0.6344634294509888,-10.132488970756532,-21.174320220947266,11.071133572734189,4.461240392852568,3.9995140433311467,100.0,0.5105635225772858,1.8914194107055664,14.90869426727295,1.7168820304051042,-4.168305397033691,4.073307395128526,3.6937987531646583,4.938059045874933,100.0,10.854213000336998,2.6337322045900917,22.895400158245394,11.379688541073246,1.9808929927988963,12.338129069175858,4.767821057444235
5,3.9471407085657115,100.0,0.5847837626934052,2.0266917943954468,8.780735015869139,1.087386566530913,-5.006275653839111,3.1817543732841065,2.9901758053399883,3.5506010055542028,100.0,-10.01075553894043,1.7902646064758283,-4.547786235809326,-10.092194628715514,-17.017986297607422,10.53714605734032,3.029695464869097,3.0253730273107067,100.0,1.0971429347991943,1.3305776119232178,10.384849548339844,1.8377413399657234,-5.34625244140625,3.4686832961338157,2.941848156560556,4.730083340037401,100.0,11.057023007642126,2.4433066764564426,18.350445059247114,11.000518734464881,4.6555739373324645,11.54065733546027,3.489320751550383
6,4.76087012887001,100.0,0.747589498758316,2.2577321529388428,14.264654159545898,1.395963244540617,-6.925228595733643,4.242003804829546,4.005731256597223,5.051765322685242,100.0,-9.880271911621094,2.8856115341186532,-1.6962919235229492,-10.302178134918213,-23.08249855041504,11.463382030646835,5.02735052059928,3.1519665122032166,100.0,0.4794389009475708,1.725022375583649,23.2117862701416,1.8514481721841731,-8.639476776123049,5.864853055697668,5.564947531706131,5.668452671419718,100.0,10.945366344674195,2.671480129620079,32.4990135527989,12.070435460346987,2.1359130518645495,13.557294170507308,6.172909607573188
7,5.4108957052230835,100.0,1.2336124181747437,2.5085248351097107,13.084312438964846,0.7868304261565209,-8.875306129455566,4.254675442124221,4.181287002621237,6.285976886749268,100.0,-9.742006778717041,3.448847770690918,1.2844891548156738,-10.24548342286609,-24.01503944396973,11.685714792826511,5.620142315908065,3.7981017231941223,100.0,0.050278234295547,1.8842367408797145,23.081300735473643,1.1096286829747262,-10.576386451721191,5.474290398532268,5.360651038202577,6.155926476567139,100.0,10.883987696464335,2.937757870129462,32.50402002198879,12.221057675889169,3.177135392103021,13.587716831924409,5.939006481487646
8,5.10593444108963,100.0,1.1522095799446106,2.00634104013443,10.17176628112793,0.5371511309221387,-8.250418663024902,3.9617152234371065,3.9251313575678446,6.577470779418945,100.0,-9.59715747833252,3.3237507343292236,0.52552729845047,-9.976674352884293,-26.85456275939941,11.41953292093987,5.556230825742419,4.105457454919816,100.0,-0.36152444779872894,2.081159830093384,13.275848388671877,0.18150443045422435,-10.050858497619627,4.099300285786274,4.095280085021404,5.8516960418138595,100.0,10.541831004994396,3.2035339803858625,31.08884266367511,11.640108890088866,2.6181284498089625,12.763431453848538,5.235747081741479
9,5.014954745769501,100.0,1.4107833504676819,2.1278467774391174,12.684480667114258,0.9249758938420564,-8.643068313598633,4.566476383479809,4.471814638006581,5.55634379386902,100.0,-10.19451093673706,2.8520927429199228,0.0861912593245506,-10.727914974763989,-28.39164161682129,12.164241511387825,5.734161825550907,3.9719805121421814,100.0,0.046088382601738004,2.277484342455864,22.126014709472656,1.042004472091794,-12.196063041687012,5.967443594719934,5.87576460865347,6.056227806161152,100.0,12.317314143175754,3.1526658127837175,32.509905878053374,12.928783872565429,1.5823630771089643,14.297967029071426,6.105604699037239
